TEAM,CONF,G,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB
Pepperdine   (A) 48 Northwestern,WCC,4,101.4229,108.1256,.3239245,52.9116,53.4249,20.4275,13.8316,20.7348,28.9152,35.3154,25.859,51.5166,49.3141,37.075,39.1327,69.8158,-1.7257
Portland St.   (A) 180 Milwaukee,BSky,3,99.4270,106.0208,.3229246,57.830,54.3267,23.3344,25.111,30.1177,34.8296,35.9143,56.4354,52.4153,52.8208,45.55,37.8305,72.529,-0.38119
Harvard   (H) 233 Colgate,Ivy,5,99.4271,106.0206,.3229247,49.6199,53.4249,19.3244,15.8254,26.6257,28.4139,28.2280,30.6119,54.4110,50.8180,29.0274,38.5314,69.6174,-3.0344
Grambling St.,SWAC,4,97.6307,104.1158,.3217248,46.6256,47.6108,27.8362,15.2275,19.8356,31.6235,32.3214,37.0232,43.2310,49.2136,36.099,29.9101,67.9282,-1.0198
Alabama St.   vs. 281 Nebraska Omaha,SWAC,3,99.4272,106.1210,.3204249,43.0323,59.0348,19.0229,18.3152,34.283,31.7239,38.0123,59.0359,46.8262,58.5318,23.8343,40.0338,69.9150,-0.9186
North Carolina Central   (A) 216 Georgia St.,MEAC,6,102.1214,109.0287,.3195250,48.4221,56.5321,18.4203,23.428,29.8185,41.2351,33.8192,49.2337,48.6229,65.6360,32.1197,25.926,68.1276,-3.5356
Austin Peay,ASun,5,101.3231,108.6272,.3106251,46.5257,53.0240,15.175,18.9137,25.5282,34.6292,30.4246,37.3235,46.6268,63.3355,30.9229,23.511,67.2313,-0.44130
Green Bay   (A) 270 Evansville,Horz,5,102.3211,109.7303,.3095252,55.560,51.1197,16.5119,16.7220,18.6359,36.1311,31.0237,36.2213,58.156,48.9132,35.5110,36.4287,69.2193,-1.8270
Fairfield,MAAC,5,98.3297,105.4189,.3082253,37.5358,51.6208,15.074,19.4116,31.3157,30.1191,24.9314,36.2213,39.2346,53.1212,23.2347,32.4167,69.5178,-2.1300
Albany   vs. 0 P.R.-Mayaguez,AE,4,101.1236,108.7277,.3026254,47.0249,48.4130,13.124,20.970,31.5155,25.363,29.0269,46.5321,50.4192,50.0162,27.0309,30.2109,72.819,-0.8172
Kennesaw St.,CUSA,5,103.5187,111.3337,.3021255,57.535,47.4102,21.4314,13.5323,34.186,29.4164,54.112,58.8357,48.3235,49.2136,45.84,28.364,73.312,-0.7161
Monmouth   (A) 156 Stephen F. Austin,CAA,6,101.0240,108.6274,.3010256,40.7346,55.5290,17.6160,15.7260,32.8112,30.8212,31.7229,54.8352,36.2360,58.4315,32.8172,33.9212,70.5104,-3.7359
Radford,BSth,6,102.7205,110.6327,.2991257,51.9145,56.1311,16.0101,16.6224,33.597,31.1222,43.155,38.9252,51.1177,52.8208,35.5110,39.7335,66.1348,-0.40123
Eastern Michigan,MAC,5,100.6251,108.3267,.2988258,44.7297,47.196,19.0229,19.4116,32.3125,30.1191,26.5298,46.4320,40.8334,49.6152,33.7148,28.776,66.8332,-1.4234
Cal St. Fullerton   (A) 22 UCLA,BW,5,98.9278,106.6224,.2985259,43.4314,53.0240,21.3311,18.3152,26.2267,39.2338,40.289,39.1256,43.5307,55.2263,28.9278,34.0213,67.3308,-2.1301
North Dakota   (A) 159 Loyola Marymount,Sum,4,100.1258,107.9252,.2983260,43.3318,55.1283,23.0336,15.0279,28.1221,24.043,34.3176,29.499,41.4329,64.8358,31.1224,21.22,69.2194,-0.8177
Lehigh,Pat,5,100.2256,107.9253,.2981261,47.5240,56.0308,17.1145,13.4327,15.8364,43.2358,29.6260,33.9180,47.7246,59.5330,31.4218,32.5169,70.3121,-2.0288
FIU   vs. 203 Northeastern,CUSA,4,99.6266,107.3240,.2976262,42.9326,52.8234,15.380,24.117,27.8228,30.3199,32.7207,61.0360,47.2256,59.4329,23.2347,27.648,72.917,-2.5327
Northern Arizona   (H) 287 Incarnate Word,BSky,5,102.5208,110.5323,.2975263,45.0290,57.4337,16.5119,18.1167,32.0135,32.8266,18.2354,29.6103,50.7189,50.0162,25.0330,45.5360,68.5245,-0.40122
Robert Morris,Horz,7,98.8284,106.5221,.2961264,45.4281,49.4159,19.8261,17.4187,34.380,18.65,38.3120,36.2213,44.9290,49.2136,30.8233,33.1187,68.9213,-1.0194
Penn,Ivy,5,103.9174,112.0346,.2951265,45.0290,53.6256,16.8135,15.5266,33.0108,39.9343,47.425,26.767,42.7318,46.791,32.0200,42.9356,66.1345,-2.0292
Oral Roberts,Sum,6,101.8219,109.9308,.2940266,47.3246,61.0360,20.7286,12.6346,29.4198,28.3137,26.7295,40.5278,48.6229,61.0342,30.5242,40.6345,70.3119,-2.3316
Portland   vs. 142 Ohio,WCC,5,100.2257,108.1258,.2937267,43.0323,51.8213,16.5119,13.4327,22.1330,26.383,26.9293,29.499,42.1323,53.9230,29.4264,33.1187,68.9207,-1.9276
Bethune Cookman,SWAC,5,98.6290,106.5220,.2916268,45.0290,50.0177,21.0305,18.2159,23.9310,36.0310,27.4290,35.1196,45.5283,48.6123,29.5260,34.7239,70.699,-2.0291
UMBC,AE,6,104.0172,112.4350,.2907269,49.6199,55.8302,17.9174,20.192,26.0272,36.4314,31.0237,35.3201,48.3235,53.3217,34.5135,40.2341,72.235,-2.3308
Evansville   (H) 252 Green Bay,MVC,5,100.4254,108.5271,.2895270,44.1307,58.7346,17.9174,16.8211,20.3352,38.7335,30.0250,40.9281,47.1260,61.6345,27.6299,35.4256,69.6171,-2.4321
Bowling Green,MAC,5,100.7245,108.9283,.2875271,53.3109,52.8234,15.893,17.3191,22.4328,30.8212,23.7332,37.3235,54.2116,55.7273,34.7130,32.3164,70.4113,-2.0294
Southeastern Louisiana   (A) 162 Wyoming,Slnd,4,99.6265,107.8248,.2865272,50.9166,52.8234,23.0336,16.4229,24.5301,29.6177,24.9314,38.4248,51.4171,55.9276,33.3154,31.8156,67.7299,-0.7164
Valparaiso,MVC,4,100.7246,109.1290,.2840273,43.7312,55.6294,17.3152,18.3152,30.6170,26.9100,38.5114,20.816,48.3235,56.4291,22.2355,36.1280,70.0145,-1.6253
Iona,MAAC,5,98.9279,107.2238,.2839274,40.8345,57.6339,25.5358,20.484,44.86,29.4164,36.8133,34.1183,39.6343,56.9296,28.9278,39.0324,70.1130,-2.6332
Wagner,NEC,5,95.9334,104.0155,.2822275,36.8360,53.7258,20.7286,20.776,26.8254,26.486,16.9357,46.3319,36.4359,54.4238,25.0330,35.3252,65.0359,-0.9183
Morehead St.,OVC,5,96.5323,104.8175,.2798276,40.4347,53.3246,20.8296,10.0360,25.0293,24.652,43.850,28.890,44.1299,58.5318,21.5361,30.7126,67.3309,-1.4233
Old Dominion,SB,5,101.8220,110.5325,.2797277,45.9271,55.7299,20.9298,12.5348,33.597,35.1300,24.6319,38.4248,46.8262,55.0257,29.6258,38.1310,71.178,-2.1296
Ball St.,MAC,5,100.4255,109.1289,.2775278,43.0323,52.2222,15.484,15.0279,20.4349,27.0105,56.18,42.8298,43.8304,51.0184,28.0294,36.5289,69.8157,-3.1349
Lamar   (A) 129 Akron,Slnd,3,101.1235,109.9311,.2759279,41.4342,64.3363,17.2147,17.2195,40.414,40.0344,39.1107,43.5305,39.8341,60.3339,30.0250,46.8361,69.8155,-1.1202
Mount St. Mary's,MAAC,5,97.1316,105.7197,.2738280,45.9271,49.6165,23.8347,14.3306,28.4216,30.4206,31.8224,26.061,45.9278,54.7248,30.6238,27.956,69.9149,-0.7166
Nebraska Omaha   vs. 249 Alabama St.,Sum,5,100.1259,109.0286,.2731281,49.8192,51.5205,17.2147,13.9311,26.4262,26.9100,29.5262,39.7262,46.7265,56.3288,36.880,29.386,70.1131,-1.8271
SIU Edwardsville,OVC,7,97.1315,105.9203,.2705282,47.4244,50.4187,19.0229,16.8211,32.5120,29.4164,20.4350,40.4276,48.0239,49.2136,31.1224,34.6235,68.1272,-1.1208
Central Connecticut,NEC,5,97.8304,106.7227,.2701283,44.4303,51.5205,17.9174,20.192,23.2321,29.1157,29.3264,18.87,49.7203,60.2338,22.7352,28.468,67.8289,-1.7265
Boston University,Pat,5,98.6289,107.6242,.2693284,48.2226,49.8171,22.8334,17.7179,32.6118,27.8122,29.9254,30.5117,50.0196,51.5191,30.7236,31.6151,67.1320,-3.0343
Cal St. Bakersfield   (A) 181 Florida Gulf Coast (lost),BW,5,99.1274,108.2262,.2678285,50.0185,52.6228,17.6160,16.9206,37.346,29.2159,30.5244,43.3302,49.7203,54.8253,33.9146,33.0183,66.4342,-0.50139
Eastern Washington,BSky,5,101.1234,110.5322,.2649286,54.294,59.5349,18.5208,22.940,25.6280,36.4314,28.2280,36.4220,57.762,51.8192,32.1197,46.8361,72.627,-2.5322
Incarnate Word   (A) 263 Northern Arizona,Slnd,4,103.4188,113.1357,.2642287,57.732,50.9194,14.663,12.2352,38.035,25.772,33.9189,36.9226,58.156,46.485,37.959,39.1327,69.7159,-0.8170
Navy,Pat,5,100.6247,110.1316,.2632288,45.2285,55.9305,15.997,20.776,33.2104,32.1248,33.1199,47.4329,46.7265,56.1278,28.4286,37.2297,68.4249,-3.3351
Queens,ASun,5,97.2313,106.6223,.2572289,39.9349,51.7209,18.4203,18.7145,25.1290,38.4332,24.0328,27.779,40.0337,49.4145,26.6316,37.0295,73.213,-1.4238
Charleston Southern,BSth,6,100.6249,110.5324,.2533290,48.3223,57.1333,22.0324,14.5301,31.8143,29.5170,37.6126,33.7179,53.4134,58.7323,27.3304,36.0277,70.1132,-3.4354
Eastern Illinois,OVC,5,98.2299,108.1257,.2491291,43.4314,58.0342,18.7217,19.7108,23.6317,37.1326,24.3325,46.8326,41.8326,62.8353,31.8206,35.6262,68.8218,-1.5244
Lafayette,Pat,5,96.6322,106.4216,.2491292,46.4258,51.9214,16.6126,16.3233,26.9252,38.6334,29.2267,44.3309,42.3321,53.4221,35.0121,32.7175,67.5303,-2.5325
North Carolina A&T,CAA,5,101.0239,111.2336,.2478293,50.4176,51.0196,14.148,20.776,18.5360,34.7294,35.1158,26.462,49.4213,57.1300,34.9125,26.432,71.945,-1.0197
Long Beach St.,BW,5,97.9302,107.9251,.2464294,43.1322,56.2312,20.4275,15.4270,28.8210,34.4289,29.8255,37.3235,41.9324,56.1278,29.8254,37.7302,68.9209,-2.3309
Fresno St.,MWC,4,96.8319,106.8229,.2440295,46.9251,49.6165,17.5158,20.873,29.0206,32.5260,34.0186,31.6139,50.6191,54.1234,26.7314,28.059,73.59,-1.5248
Tennessee St.,OVC,6,98.6287,109.0284,.2411296,51.6151,51.2200,21.1308,17.2195,34.875,30.9216,44.942,39.9268,55.098,50.3174,29.2267,35.3252,70.891,-2.2303
Cal Poly,BW,6,97.6308,107.8249,.2404297,55.170,52.6228,23.0336,18.8141,25.1290,32.2252,26.9293,41.0286,57.267,53.7226,35.3112,34.1215,72.236,-1.2212
Air Force,MWC,5,101.0238,111.6342,.2399298,53.5105,53.1242,19.3244,16.8211,22.7327,34.9297,38.5114,35.6205,55.981,48.8129,34.1140,39.6333,63.1364,-3.3353
Holy Cross,Pat,6,103.2196,114.2362,.2379299,55.170,55.8302,16.3114,16.3233,26.5259,29.7180,30.0250,32.6158,49.0222,58.1309,41.418,35.2248,67.3311,-0.7165
Campbell   (A) 23 Ohio St.,CAA,5,98.4293,108.8281,.2377300,50.9166,54.8279,18.2193,22.249,24.5301,22.622,28.7274,36.1211,55.786,55.0257,30.3245,36.2282,67.9285,-1.3223
Pacific   (A) 56 Missouri,WCC,6,99.1275,110.0312,.2324301,47.2247,48.1120,19.1235,15.9251,28.1221,26.588,34.2180,39.8266,47.9241,56.3288,30.6238,23.09,70.989,-2.0285
Coastal Carolina   vs. 343 IU Indy,SB,4,98.2298,109.1291,.2299302,46.4258,45.161,16.8135,10.0360,25.2288,28.6144,31.9220,53.7349,44.9290,50.3174,32.5179,21.33,67.4305,-2.0286
Idaho St.,BSky,6,95.6337,106.2214,.2299303,42.7327,50.0177,19.1235,18.8141,38.626,25.258,32.8204,37.1234,45.3284,50.0162,26.0322,33.3190,66.1347,-1.9277
Southeast Missouri St.   vs. 153 UNC Asheville,OVC,5,97.3312,108.3265,.2261304,50.4176,50.0177,15.278,17.5184,20.3352,32.2252,22.1339,54.0350,51.0180,56.9296,33.0168,26.330,71.465,-1.8272
Army   (A) 326 Manhattan,Pat,5,98.4292,109.6298,.2257305,50.2178,52.1219,14.352,13.9311,27.8228,34.2286,30.0250,24.745,51.0180,53.7226,32.7173,33.3190,66.6335,-0.9180
Presbyterian   vs. 201 Youngstown St.,BSth,6,99.8262,111.1335,.2256306,51.6151,55.9305,19.7257,17.9175,31.0164,31.7239,35.9143,35.1196,50.3193,55.4266,36.390,37.8305,67.2315,-1.6251
South Carolina St.   (A) 337 Alabama A&M,MEAC,5,97.3309,108.4269,.2251307,39.7350,53.5253,18.6212,22.841,32.1134,39.4341,38.4118,40.4276,42.2322,54.5240,22.0358,34.4224,70.793,-2.1299
Stony Brook,CAA,5,98.8283,110.1314,.2240308,44.6300,60.2357,19.4249,13.3332,25.8276,37.0322,32.0216,29.5101,42.4320,65.1359,32.2194,35.3252,69.3186,-1.4235
San Diego   (H) 235 Southern Utah,WCC,4,96.1329,107.3239,.2203309,46.1266,49.4159,20.9298,20.970,31.1161,30.3199,33.9189,36.9226,49.0222,48.2120,27.1306,34.0213,72.333,-2.8337
Southern Indiana   (H) 227 South Dakota,OVC,5,97.7306,109.2292,.2175310,49.8192,53.4249,18.9225,16.3233,25.1290,28.0129,37.3127,53.4347,47.2256,53.2215,37.271,35.8269,68.7231,-3.0341
Sacred Heart,MAAC,7,99.1277,110.8330,.2160311,49.8192,55.9305,17.3152,18.1167,27.5236,28.4139,24.2327,39.9268,46.2276,55.3264,37.075,37.7302,70.2124,-3.5355
Hampton,CAA,5,98.3294,110.1315,.2151312,39.2352,53.5253,19.7257,18.6147,38.722,31.7239,27.0292,33.0165,36.5358,56.8294,29.0274,33.0183,68.4247,-2.0284
Tarleton St.,WAC,6,95.2341,106.5222,.2145313,43.9310,57.4337,33.0364,20.192,22.9325,44.3361,39.894,50.2342,38.8348,56.1278,37.959,39.4330,69.0201,-2.3312
Tennessee Tech,OVC,6,98.0301,109.7304,.2140314,52.4133,49.7169,17.8170,19.5113,20.4349,44.8362,24.6319,23.435,52.9141,51.9193,34.6133,30.6122,68.0279,-1.6250
Siena,MAAC,5,97.0318,108.6276,.2136315,47.1248,52.6228,20.7286,19.999,35.367,36.1311,39.1107,30.6119,44.7294,48.0117,34.3137,41.5350,67.0324,-0.8175
Denver,Sum,5,97.7305,109.4297,.2133316,47.5240,51.1197,26.6360,16.8211,31.7147,35.0298,40.485,39.1256,47.2256,58.5318,32.1197,24.618,71.846,-1.0193
Sacramento St.,BSky,4,96.4326,108.2262,.2093317,48.4221,46.179,24.9353,18.4149,27.6234,31.6235,23.6333,46.1318,54.2116,47.8114,29.2267,29.386,66.5338,-2.5326
Western Michigan,MAC,6,98.7286,110.9332,.2081318,43.4314,52.1219,13.228,13.8316,33.597,23.327,36.1137,32.0147,46.5271,52.5205,24.2340,34.4224,69.0206,-3.3352
Louisiana Monroe   (A) 335 Northwestern St.,SB,6,97.3310,109.4296,.2068319,42.3330,54.7277,20.9298,19.4116,27.0248,31.4228,30.0250,31.8144,43.0316,58.2311,27.5300,33.3190,69.3187,-2.8338
Niagara,MAAC,5,99.2273,111.7343,.2033320,51.6151,56.4317,18.2193,16.8211,20.9344,38.3331,32.4211,36.9226,45.0287,55.0257,38.746,39.3329,68.0278,-2.9339
Utah Tech   (A) 65 Utah,WAC,4,96.7321,108.9282,.2029321,38.6354,54.5273,12.820,19.0133,24.0309,40.0344,47.227,39.7262,44.1299,57.5305,21.7360,32.2162,71.654,-2.3311
Tennessee Martin   vs. 324 Le Moyne,OVC,5,94.7350,107.0233,.1965322,45.8274,48.8145,21.3311,17.5184,35.071,31.4228,28.6275,36.8225,47.7246,54.0232,29.2267,28.878,72.432,-2.1297
USC Upstate   (A) 199 East Tennessee St.,BSth,6,97.2314,109.9309,.1954323,51.0164,56.7324,20.8296,13.1336,29.6191,34.1284,29.8255,49.2337,52.4153,62.7352,32.7173,31.2137,71.369,-2.3314
Le Moyne   vs. 322 Tennessee Martin,NEC,5,98.8282,111.8344,.1954324,45.3282,56.7324,19.9263,15.6262,21.7336,41.9352,35.0161,39.7262,44.6295,60.9341,30.6238,33.3190,69.1199,-2.3315
Morgan St.   (A) 352 Buffalo,MEAC,6,98.5291,111.5338,.1938325,50.2178,52.0217,20.9298,18.9137,37.639,30.7211,33.1199,48.2334,54.4110,53.2215,22.4354,33.3190,72.334,-2.6331
Manhattan   (H) 305 Army,MAAC,4,97.0317,110.4320,.1847326,45.7276,50.0177,18.1183,14.4304,30.3173,34.7294,30.3247,22.832,43.1312,50.8180,33.3154,32.5169,69.6172,-1.1209
Stonehill,NEC,7,94.9344,108.0255,.1839327,46.2262,45.469,18.3199,19.5113,22.0331,34.5291,35.9143,40.7279,39.1347,44.160,36.196,31.8156,68.9208,-2.6329
Delaware St.,MEAC,5,94.7347,107.9250,.1833328,38.5355,55.3287,18.9225,20.484,27.1247,43.0355,34.7168,38.0245,40.0337,59.3328,20.0363,34.4224,70.0138,-1.8274
Bellarmine,ASun,5,98.7285,112.7352,.1796329,51.3160,57.8341,22.1326,16.1239,21.4341,29.9186,31.9220,32.0147,53.3136,55.6271,32.4189,40.7346,67.2314,-3.5357
Jackson St.   (A) 10 Kentucky,SWAC,5,96.0332,109.6301,.1788330,41.1344,63.6362,21.3311,16.5227,26.5259,27.3110,35.8146,25.251,39.8341,57.0299,29.0274,47.2363,70.4112,-2.0293
Dartmouth,Ivy,5,95.3340,109.0285,.1769331,44.9295,54.2265,18.1183,14.6296,22.2329,25.976,43.354,25.960,48.8226,55.8275,26.7314,34.6235,68.8224,-2.6333
Western Illinois,OVC,6,96.1331,109.8306,.1766332,47.7235,55.5290,16.5119,15.0279,28.8210,23.838,23.9330,33.6174,49.4213,58.1309,30.1248,34.3221,66.1346,-2.2306
Northern Illinois,MAC,5,94.8345,108.5270,.1758333,45.7276,52.1219,20.4275,21.463,21.2342,32.6264,34.5171,45.6317,45.0287,48.9132,31.0227,38.5314,69.2195,-2.2305
Loyola MD,Pat,5,95.7335,109.6300,.1729334,47.9231,49.6165,20.2271,16.9206,27.8228,33.8279,21.8342,29.6103,47.9241,49.7157,32.0200,33.0183,69.0203,-1.9280
Northwestern St.   (H) 319 Louisiana Monroe,Slnd,4,96.5324,110.6326,.1720335,48.5220,51.5205,20.7286,14.5301,29.4198,30.1191,30.2248,53.6348,44.1299,54.5240,37.763,31.3138,68.8221,-1.4239
Binghamton,AE,6,96.4325,111.0334,.1663336,50.2178,50.6189,23.4345,9.9362,24.1307,35.3304,29.1268,45.0313,48.9224,49.3141,35.0121,34.8242,67.7295,-2.4318
Alabama A&M   (H) 307 South Carolina St.,SWAC,5,94.1354,108.3264,.1658337,36.5362,57.1333,24.9353,23.526,34.090,45.5364,27.7285,65.2362,37.8353,58.9325,22.5353,35.9275,71.656,-1.2216
The Citadel,SC,6,94.5351,109.1288,.1616338,47.7235,47.5105,20.5281,15.0279,32.7116,26.486,24.4322,41.9291,55.491,52.2200,25.9324,23.812,68.1277,-2.5324
LIU,NEC,5,95.1343,110.0313,.1565339,48.2226,55.1283,17.8170,16.3233,27.9225,28.1131,30.7242,44.0308,47.3254,56.2286,33.3154,35.8269,70.4110,-1.9283
Detroit Mercy,Horz,5,95.4339,110.5321,.1556340,48.9214,50.9194,22.4331,16.8211,36.849,25.258,39.894,42.2293,42.5319,58.3313,41.023,28.672,68.2267,-1.3222
Fairleigh Dickinson   (H) 0 VTSU Randolph,NEC,6,97.9303,113.6361,.1520341,48.9214,56.8328,18.3199,13.1336,25.5282,38.1329,25.3310,31.3132,47.3254,60.1337,34.2139,34.4224,72.821,-1.8273
Lindenwood,OVC,6,96.7320,112.4349,.1512342,44.5301,56.4317,18.4203,19.2128,31.1161,31.7239,26.1303,30.6119,48.2238,53.9230,25.4328,39.4330,68.9214,-3.1345
IU Indy   vs. 302 Coastal Carolina,Horz,5,95.7336,111.9345,.1414343,45.1287,57.2336,19.2238,14.4304,27.4240,33.0269,32.6209,34.8193,37.3355,55.3264,34.8128,40.3343,69.7165,-1.5249
Texas A&M Commerce,Slnd,6,92.6360,108.6275,.1370344,46.2262,54.3267,24.3349,18.2159,27.2244,36.7318,28.8272,36.9226,50.8187,56.3288,26.8313,33.8208,70.698,-2.0287
New Hampshire,AE,8,93.5357,109.9307,.1358345,46.1266,53.9260,19.3244,13.2334,24.2305,35.5306,32.0216,33.6174,41.9324,55.5269,35.1116,34.4224,69.7168,-4.5363
Houston Christian   (H) 176 Rice,Slnd,4,96.2327,113.0356,.1358346,35.7364,64.5364,20.1270,12.6346,26.1268,24.144,16.4359,28.991,36.8357,66.7363,23.1349,40.5344,71.367,-0.47133
Alcorn St.   (A) 79 Washington,SWAC,5,97.3311,114.4363,.1338347,36.3363,61.5361,25.6359,15.8254,34.477,43.1357,27.5288,31.7143,34.7364,59.8332,27.3304,41.9354,66.7333,-2.9340
Chicago St.   (A) 213 Indiana St.,NEC,5,92.9359,109.3294,.1336348,38.8353,53.5253,20.4275,15.0279,21.0343,35.2303,28.1283,37.8242,36.0361,54.7248,28.9278,34.4224,71.084,-3.1346
Stetson   vs. 137 East Carolina,ASun,5,96.2328,113.2358,.1331349,50.9166,55.0282,20.9298,11.4356,26.9252,33.1270,30.8240,15.82,52.9141,52.3203,31.8206,39.8336,68.6239,-3.1348
New Orleans   (A) 141 Tulane,Slnd,5,94.7346,111.5339,.1329350,41.9338,52.8234,18.9225,22.348,30.8167,39.2338,31.3233,32.8162,41.3330,55.1260,28.8283,33.3190,71.943,-3.0342
Saint Francis,NEC,6,94.7349,111.6341,.1311351,46.0268,54.4270,23.1340,20.098,21.9333,34.1284,21.8342,34.7191,47.6251,62.8353,29.2267,29.386,69.5181,-1.9279
Buffalo   (H) 325 Morgan St.,MAC,5,95.6338,112.8354,.1299352,51.3160,51.1197,17.7165,12.9341,20.3352,32.1248,34.0186,28.385,53.4134,48.9132,32.4189,36.7291,71.559,-1.9275
West Georgia,ASun,5,93.9355,110.8331,.1293353,43.8311,59.6351,20.0267,15.7260,30.1177,29.3161,24.6319,32.2151,43.4308,66.0361,29.8254,34.6235,70.1134,-3.2350
Canisius,MAAC,6,96.1330,113.4360,.1288354,46.3260,58.1343,21.6316,13.0338,19.1357,37.0322,21.5345,30.6119,43.2310,63.7357,33.1167,32.9180,68.5243,-4.2362
Central Arkansas,ASun,5,93.3358,110.4319,.1269355,42.6328,53.3246,20.3273,15.4270,24.8299,33.5274,27.7285,27.474,47.5252,56.4291,25.0330,34.2218,70.3116,-2.6330
Maryland Eastern Shore,MEAC,7,95.1342,112.8353,.1242356,50.0185,55.3287,15.689,12.4350,23.5318,38.5333,37.1129,37.9243,48.6229,62.4349,35.1116,31.5146,68.6238,-3.7358
NJIT,AE,6,94.2352,112.1347,.1192357,45.5279,53.1242,20.7286,13.4327,25.9274,32.2252,21.2347,44.5310,44.0303,52.6206,31.9203,36.1280,67.0322,-4.8364
Mercyhurst,NEC,6,93.8356,112.1348,.1142358,46.2262,52.7232,16.9140,23.135,29.4198,40.3346,33.3193,40.1272,44.8292,54.9254,32.5179,32.4167,68.3259,-1.3227
Prairie View A&M,SWAC,5,94.7348,113.3359,.1131359,41.6340,54.1263,14.559,17.1201,26.6257,44.8362,36.0141,45.5316,41.1333,56.1278,28.3288,33.7206,73.410,-2.8335
Florida A&M   (H) 0 Trinity Baptist,SWAC,4,91.6361,110.7328,.1009360,42.1333,57.1333,22.9335,10.1359,26.1268,37.0322,39.894,33.0165,43.6306,59.6331,26.9310,35.9275,70.1135,-1.4237
Arkansas Pine Bluff,SWAC,6,94.1353,115.6364,.0858361,49.6199,60.7359,23.6346,13.0338,25.0293,42.5353,25.1312,33.2169,52.8145,67.2364,29.5260,35.6262,72.531,-2.7334
Coppin St.,MEAC,7,89.3362,110.8329,.0773362,38.5355,59.9355,20.7286,17.3191,26.1268,30.0188,28.5277,39.5260,39.9340,61.3343,23.6344,38.7321,68.9215,-4.0361
Mississippi Valley St.,SWAC,5,89.1363,112.9355,.0616363,36.7361,56.2312,28.6363,12.5348,22.0331,42.9354,23.2335,54.5351,38.4351,61.8346,21.2362,31.5146,68.3258,-1.2210
VMI   (A) 152 Davidson,SC,6,88.8364,112.6351,.0609364,44.4303,55.1283,16.6126,19.1131,28.4216,29.4164,31.7229,29.295,45.8280,61.9348,28.3288,32.5169,71.849,-1.1206
